# Shellcode detector== Legitimate instructions executed before shellcode was detected ==
0x7F9AD43A6C94::libc.so.6  A8 02                   test al, 0x2
0x7F9AD43A6C96::libc.so.6  75 4C                   jnz 0x7f9ad43a6ce4
0x7F9AD43A6C98::libc.so.6  48 8D 53 20             lea rdx, ptr [rbx+0x20]
0x7F9AD43A6C9C::libc.so.6  48 83 E0 F8             and rax, 0xfffffffffffffff8
0x7F9AD43A6CA0::libc.so.6  48 39 D0                cmp rax, rdx
0x7F9AD43A6CA3::libc.so.6  76 3F                   jbe 0x7f9ad43a6ce4
0x7F9AD43A6CA5::libc.so.6  48 8D 15 94 21 30 00    lea rdx, ptr [rip+0x302194]
0x7F9AD43A6CAC::libc.so.6  48 8D 0C 1E             lea rcx, ptr [rsi+rbx*1]
0x7F9AD43A6CB0::libc.so.6  48 89 EF                mov rdi, rbp
0x7F9AD43A6CB3::libc.so.6  48 39 D5                cmp rbp, rdx
0x7F9AD43A6CB6::libc.so.6  0F 95 C2                setnz dl
0x7F9AD43A6CB9::libc.so.6  48 29 D8                sub rax, rbx
0x7F9AD43A6CBC::libc.so.6  0F B6 D2                movzx edx, dl
0x7F9AD43A6CBF::libc.so.6  48 83 C8 01             or rax, 0x1
0x7F9AD43A6CC3::libc.so.6  48 C1 E2 02             shl rdx, 0x2
0x7F9AD43A6CC7::libc.so.6  48 09 D0                or rax, rdx
0x7F9AD43A6CCA::libc.so.6  48 89 41 08             mov qword ptr [rcx+0x8], rax
0x7F9AD43A6CCE::libc.so.6  48 8B 46 08             mov rax, qword ptr [rsi+0x8]
0x7F9AD43A6CD2::libc.so.6  83 E0 07                and eax, 0x7
0x7F9AD43A6CD5::libc.so.6  48 09 D8                or rax, rbx
0x7F9AD43A6CD8::libc.so.6  48 89 46 08             mov qword ptr [rsi+0x8], rax
0x7F9AD43A6CDC::libc.so.6  48 89 CE                mov rsi, rcx
0x7F9AD43A6CDF::libc.so.6  E8 0C D4 FF FF          call 0x7f9ad43a40f0 -> malloc_trim
0x7F9AD43A4310::libc.so.6  48 8B 44 2E 08          mov rax, qword ptr [rsi+rbp*1+0x8]
0x7F9AD43A4315::libc.so.6  48 83 F8 10             cmp rax, 0x10
0x7F9AD43A4319::libc.so.6  0F 86 29 06 00 00       jbe 0x7f9ad43a4948
0x7F9AD43A431F::libc.so.6  48 83 E0 F8             and rax, 0xfffffffffffffff8
0x7F9AD43A4323::libc.so.6  48 3B 87 70 08 00 00    cmp rax, qword ptr [rdi+0x870]
0x7F9AD43A432A::libc.so.6  0F 83 18 06 00 00       jnb 0x7f9ad43a4948
0x7F9AD43A4330::libc.so.6  8B 35 E2 53 30 00       mov esi, dword ptr [rip+0x3053e2]
0x7F9AD43A4336::libc.so.6  85 F6                   test esi, esi
0x7F9AD43A4338::libc.so.6  0F 85 25 06 00 00       jnz 0x7f9ad43a4963
0x7F9AD43A433E::libc.so.6  C1 ED 04                shr ebp, 0x4
0x7F9AD43A4341::libc.so.6  41 83 65 04 FE          and dword ptr [r13+0x4], 0xfffffffe
0x7F9AD43A4346::libc.so.6  83 ED 02                sub ebp, 0x2
0x7F9AD43A4349::libc.so.6  49 8B 44 ED 08          mov rax, qword ptr [r13+rbp*8+0x8]
0x7F9AD43A434E::libc.so.6  48 39 C3                cmp rbx, rax
0x7F9AD43A4351::libc.so.6  0F 84 03 06 00 00       jz 0x7f9ad43a495a
0x7F9AD43A4357::libc.so.6  48 89 43 10             mov qword ptr [rbx+0x10], rax
0x7F9AD43A435B::libc.so.6  49 89 5C ED 08          mov qword ptr [r13+rbp*8+0x8], rbx
0x7F9AD43A4360::libc.so.6  48 8B 5C 24 48          mov rbx, qword ptr [rsp+0x48]
0x7F9AD43A4365::libc.so.6  48 8B 6C 24 50          mov rbp, qword ptr [rsp+0x50]
0x7F9AD43A436A::libc.so.6  4C 8B 64 24 58          mov r12, qword ptr [rsp+0x58]
0x7F9AD43A436F::libc.so.6  4C 8B 6C 24 60          mov r13, qword ptr [rsp+0x60]
0x7F9AD43A4374::libc.so.6  4C 8B 74 24 68          mov r14, qword ptr [rsp+0x68]
0x7F9AD43A4379::libc.so.6  4C 8B 7C 24 70          mov r15, qword ptr [rsp+0x70]
0x7F9AD43A437E::libc.so.6  48 83 C4 78             add rsp, 0x78
0x7F9AD43A4382::libc.so.6  C3                      ret
0x7F9AD43A6CE4::libc.so.6  4C 89 F8                mov rax, r15
0x7F9AD43A6CE7::libc.so.6  E9 58 FE FF FF          jmp 0x7f9ad43a6b44
0x7F9AD43A6B44::libc.so.6  48 8B 5C 24 08          mov rbx, qword ptr [rsp+0x8]
0x7F9AD43A6B49::libc.so.6  48 8B 6C 24 10          mov rbp, qword ptr [rsp+0x10]
0x7F9AD43A6B4E::libc.so.6  4C 8B 64 24 18          mov r12, qword ptr [rsp+0x18]
0x7F9AD43A6B53::libc.so.6  4C 8B 6C 24 20          mov r13, qword ptr [rsp+0x20]
0x7F9AD43A6B58::libc.so.6  4C 8B 74 24 28          mov r14, qword ptr [rsp+0x28]
0x7F9AD43A6B5D::libc.so.6  4C 8B 7C 24 30          mov r15, qword ptr [rsp+0x30]
0x7F9AD43A6B62::libc.so.6  48 83 C4 38             add rsp, 0x38
0x7F9AD43A6B66::libc.so.6  C3                      ret
0x7F9AD43A76A2::libc.so.6  48 85 C0                test rax, rax
0x7F9AD43A76A5::libc.so.6  49 89 C5                mov r13, rax
0x7F9AD43A76A8::libc.so.6  0F 84 92 00 00 00       jz 0x7f9ad43a7740
0x7F9AD43A76AE::libc.so.6  83 3D 33 4F 30 00 00    cmp dword ptr [rip+0x304f33], 0x0
0x7F9AD43A76B5::libc.so.6  74 0C                   jz 0x7f9ad43a76c3
0x7F9AD43A76B7::libc.so.6  F0 FF 4D 00             lock dec dword ptr [rbp]
0x7F9AD43A76BB::libc.so.6  0F 85 5B 1C 00 00       jnz 0x7f9ad43a931c
0x7F9AD43A76C3::libc.so.6  FF 4D 00                dec dword ptr [rbp]
0x7F9AD43A76C6::libc.so.6  0F 85 50 1C 00 00       jnz 0x7f9ad43a931c
0x7F9AD43A76CC::libc.so.6  49 8B 45 F8             mov rax, qword ptr [r13-0x8]
0x7F9AD43A76D0::libc.so.6  49 8D 4D F0             lea rcx, ptr [r13-0x10]
0x7F9AD43A76D4::libc.so.6  A8 02                   test al, 0x2
0x7F9AD43A76D6::libc.so.6  75 2F                   jnz 0x7f9ad43a7707
0x7F9AD43A76D8::libc.so.6  A8 04                   test al, 0x4
0x7F9AD43A76DA::libc.so.6  48 8D 15 5F 17 30 00    lea rdx, ptr [rip+0x30175f]
0x7F9AD43A76E1::libc.so.6  75 4D                   jnz 0x7f9ad43a7730
0x7F9AD43A76E3::libc.so.6  48 39 EA                cmp rdx, rbp
0x7F9AD43A76E6::libc.so.6  74 1F                   jz 0x7f9ad43a7707
0x7F9AD43A76E8::libc.so.6  48 8D 0D 01 0A 0D 00    lea rcx, ptr [rip+0xd0a01]
0x7F9AD43A76EF::libc.so.6  48 8D 35 69 A2 0C 00    lea rsi, ptr [rip+0xca269]
0x7F9AD43A76F6::libc.so.6  48 8D 3D EB DD 0C 00    lea rdi, ptr [rip+0xcddeb]
0x7F9AD43A76FD::libc.so.6  BA 40 0F 00 00          mov edx, 0xf40
0x7F9AD43A7702::libc.so.6  E8 D9 9E FF FF          call 0x7f9ad43a15e0 -> malloc_usable_size
0x7F9AD43A7707::libc.so.6  4C 89 E8                mov rax, r13
0x7F9AD43A770A::libc.so.6  48 8B 1C 24             mov rbx, qword ptr [rsp]
0x7F9AD43A770E::libc.so.6  48 8B 6C 24 08          mov rbp, qword ptr [rsp+0x8]
0x7F9AD43A7713::libc.so.6  4C 8B 64 24 10          mov r12, qword ptr [rsp+0x10]
0x7F9AD43A7718::libc.so.6  4C 8B 6C 24 18          mov r13, qword ptr [rsp+0x18]
0x7F9AD43A771D::libc.so.6  4C 8B 74 24 20          mov r14, qword ptr [rsp+0x20]
0x7F9AD43A7722::libc.so.6  48 83 C4 28             add rsp, 0x28
0x7F9AD43A7726::libc.so.6  C3                      ret
0x7F9AD43A791E::libc.so.6  48 89 C2                mov rdx, rax
0x7F9AD43A7921::libc.so.6  EB D9                   jmp 0x7f9ad43a78fc
0x7F9AD43A78FC::libc.so.6  48 85 D2                test rdx, rdx
0x7F9AD43A78FF::libc.so.6  B8 0C 00 00 00          mov eax, 0xc
0x7F9AD43A7904::libc.so.6  74 05                   jz 0x7f9ad43a790b
0x7F9AD43A7906::libc.so.6  48 89 13                mov qword ptr [rbx], rdx
0x7F9AD43A7909::libc.so.6  30 C0                   xor al, al
0x7F9AD43A790B::libc.so.6  5B                      pop rbx
0x7F9AD43A790C::libc.so.6  C3                      ret
0x00400C85::test  89 C2                   mov edx, eax
0x00400C87::test  B8 FF FF FF FF          mov eax, 0xffffffff
0x00400C8C::test  85 D2                   test edx, edx
0x00400C8E::test  74 30                   jz 0x400cc0
0x00400C90::test  48 83 C4 18             add rsp, 0x18
0x00400C94::test  5B                      pop rbx
0x00400C95::test  5D                      pop rbp
0x00400C96::test  C3                      ret
0x00400CC0::test  BF 1E 00 00 00          mov edi, 0x1e
0x00400CC5::test  E8 8E FD FF FF          call 0x400a58 -> .plt
0x00400CCA::test  48 8B 7C 24 08          mov rdi, qword ptr [rsp+0x8]
0x00400CCF::test  BA 07 00 00 00          mov edx, 0x7
0x00400CD4::test  48 89 C6                mov rsi, rax
0x00400CD7::test  E8 DC FC FF FF          call 0x4009b8 -> .plt
0x004009B8::test  FF 25 42 16 20 00       jmp qword ptr [rip+0x201642]
0x004009BE::test  68 00 00 00 00          push 0x0
0x004009C3::test  E9 E0 FF FF FF          jmp 0x4009a8
0x7F9AD440CA60::libc.so.6  B8 0A 00 00 00          mov eax, 0xa
0x7F9AD440CA65::libc.so.6  0F 05                   syscall
0x7F9AD440CA67::libc.so.6  48 3D 01 F0 FF FF       cmp rax, 0xfffffffffffff001
0x7F9AD440CA6D::libc.so.6  73 01                   jnb 0x7f9ad440ca70
0x7F9AD440CA6F::libc.so.6  C3                      ret
0x00400CDC::test  BF 1E 00 00 00          mov edi, 0x1e
0x00400CE1::test  E8 72 FD FF FF          call 0x400a58 -> .plt
0x00400CE6::test  48 8B 7C 24 08          mov rdi, qword ptr [rsp+0x8]
0x00400CEB::test  48 89 C2                mov rdx, rax
0x00400CEE::test  BE 90 00 00 00          mov esi, 0x90
0x00400CF3::test  E8 D0 FC FF FF          call 0x4009c8 -> .plt
0x004009C8::test  FF 25 3A 16 20 00       jmp qword ptr [rip+0x20163a]
0x004009CE::test  68 01 00 00 00          push 0x1
0x004009D3::test  E9 D0 FF FF FF          jmp 0x4009a8
0x7F9AD43AF880::libc.so.6  48 83 FA 01             cmp rdx, 0x1
0x7F9AD43AF884::libc.so.6  48 89 F8                mov rax, rdi
0x7F9AD43AF887::libc.so.6  75 04                   jnz 0x7f9ad43af88d
0x7F9AD43AF889::libc.so.6  40 88 37                mov byte ptr [rdi], sil
0x7F9AD43AF88C::libc.so.6  C3                      ret
0x7F9AD43AF88D::libc.so.6  49 B9 01 01 01 01 01 01 01 01 mov r9, 0x101010101010101
0x7F9AD43AF897::libc.so.6  49 89 D0                mov r8, rdx
0x7F9AD43AF89A::libc.so.6  48 0F B6 D6             movzx rdx, sil
0x7F9AD43AF89E::libc.so.6  49 0F AF D1             imul rdx, r9
0x7F9AD43AF8A2::libc.so.6  49 81 F8 90 00 00 00    cmp r8, 0x90
0x7F9AD43AF8A9::libc.so.6  0F 8F E1 02 00 00       jnle 0x7f9ad43afb90
0x7F9AD43AF8AF::libc.so.6  4C 01 C7                add rdi, r8
0x7F9AD43AF8B2::libc.so.6  4C 8D 1D 13 00 00 00    lea r11, ptr [rip+0x13]
0x7F9AD43AF8B9::libc.so.6  48 8D 0D B0 CC 0B 00    lea rcx, ptr [rip+0xbccb0]
0x7F9AD43AF8C0::libc.so.6  4A 0F BF 0C 41          movsx rcx, word ptr [rcx+r8*2]
0x7F9AD43AF8C5::libc.so.6  4E 8D 1C 19             lea r11, ptr [rcx+r11*1]
0x7F9AD43AF8C9::libc.so.6  41 FF E3                jmp r11
0x7F9AD43AFB90::libc.so.6  49 C7 C2 10 00 00 00    mov r10, 0x10
0x7F9AD43AFB97::libc.so.6  49 89 F9                mov r9, rdi
0x7F9AD43AFB9A::libc.so.6  49 83 E1 0F             and r9, 0xf
0x7F9AD43AFB9E::libc.so.6  4D 29 CA                sub r10, r9
0x7F9AD43AFBA1::libc.so.6  49 83 E2 0F             and r10, 0xf
0x7F9AD43AFBA5::libc.so.6  4C 01 D7                add rdi, r10
0x7F9AD43AFBA8::libc.so.6  4D 29 D0                sub r8, r10
0x7F9AD43AFBAB::libc.so.6  4C 8D 1D 9E 00 00 00    lea r11, ptr [rip+0x9e]
0x7F9AD43AFBB2::libc.so.6  48 8D 0D E7 CA 0B 00    lea rcx, ptr [rip+0xbcae7]
0x7F9AD43AFBB9::libc.so.6  4A 0F BF 0C 51          movsx rcx, word ptr [rcx+r10*2]
0x7F9AD43AFBBE::libc.so.6  4E 8D 1C 19             lea r11, ptr [rcx+r11*1]
0x7F9AD43AFBC2::libc.so.6  41 FF E3                jmp r11
0x7F9AD43AFC50::libc.so.6  83 3D 05 C7 2F 00 01    cmp dword ptr [rip+0x2fc705], 0x1
0x7F9AD43AFC57::libc.so.6  0F 8F 83 01 00 00       jnle 0x7f9ad43afde0
0x7F9AD43AFC5D::libc.so.6  49 81 F8 00 20 00 00    cmp r8, 0x2000
0x7F9AD43AFC64::libc.so.6  0F 83 86 00 00 00       jnb 0x7f9ad43afcf0
0x7F9AD43AFC6A::libc.so.6  66 0F 1F 44 00 00       nop word ptr [rax+rax*1], ax
0x7F9AD43AFC70::libc.so.6  4C 89 C1                mov rcx, r8
0x7F9AD43AFC73::libc.so.6  48 C1 E9 07             shr rcx, 0x7
0x7F9AD43AFC77::libc.so.6  74 52                   jz 0x7f9ad43afccb
0x7F9AD43AFDE0::libc.so.6  66 48 0F 6E C2          movq xmm0, rdx
0x7F9AD43AFDE5::libc.so.6  66 0F 6C C0             punpcklqdq xmm0, xmm0
0x7F9AD43AFDE9::libc.so.6  49 81 F8 B0 00 00 00    cmp r8, 0xb0
0x7F9AD43AFDF0::libc.so.6  0F 8D CA 04 00 00       jnl 0x7f9ad43b02c0
0x7F9AD43AFDF6::libc.so.6  4C 01 C7                add rdi, r8
0x7F9AD43AFDF9::libc.so.6  4C 8D 0D 53 00 00 00    lea r9, ptr [rip+0x53]
0x7F9AD43AFE00::libc.so.6  48 8D 0D B9 C8 0B 00    lea rcx, ptr [rip+0xbc8b9]
0x7F9AD43AFE07::libc.so.6  4A 0F BF 0C 41          movsx rcx, word ptr [rcx+r8*2]
0x7F9AD43AFE0C::libc.so.6  4E 8D 0C 09             lea r9, ptr [rcx+r9*1]
0x7F9AD43AFE10::libc.so.6  41 FF E1                jmp r9
0x7F9AD43B02C0::libc.so.6  44 8B 0D 41 6E 2F 00    mov r9d, dword ptr [rip+0x2f6e41]
0x7F9AD43B02C7::libc.so.6  4D 39 C8                cmp r8, r9
0x7F9AD43B02CA::libc.so.6  7F 64                   jnle 0x7f9ad43b0330
0x7F9AD43B02CC::libc.so.6  0F 1F 40 00             nop dword ptr [rax], eax
0x7F9AD43B02D0::libc.so.6  4D 8D 40 80             lea r8, ptr [r8-0x80]
0x7F9AD43B02D4::libc.so.6  49 81 F8 80 00 00 00    cmp r8, 0x80
0x7F9AD43B02DB::libc.so.6  66 0F 7F 07             movdqa xmmword ptr [rdi], xmm0
0x7F9AD43B02DF::libc.so.6  66 0F 7F 47 10          movdqa xmmword ptr [rdi+0x10], xmm0
0x7F9AD43B02E4::libc.so.6  66 0F 7F 47 20          movdqa xmmword ptr [rdi+0x20], xmm0
0x7F9AD43B02E9::libc.so.6  66 0F 7F 47 30          movdqa xmmword ptr [rdi+0x30], xmm0
0x7F9AD43B02EE::libc.so.6  66 0F 7F 47 40          movdqa xmmword ptr [rdi+0x40], xmm0
0x7F9AD43B02F3::libc.so.6  66 0F 7F 47 50          movdqa xmmword ptr [rdi+0x50], xmm0
0x7F9AD43B02F8::libc.so.6  66 0F 7F 47 60          movdqa xmmword ptr [rdi+0x60], xmm0
0x7F9AD43B02FD::libc.so.6  66 0F 7F 47 70          movdqa xmmword ptr [rdi+0x70], xmm0
0x7F9AD43B0302::libc.so.6  48 8D BF 80 00 00 00    lea rdi, ptr [rdi+0x80]
0x7F9AD43B0309::libc.so.6  7D C5                   jnl 0x7f9ad43b02d0
0x7F9AD43B030B::libc.so.6  4C 01 C7                add rdi, r8
0x7F9AD43B030E::libc.so.6  4C 8D 1D 3E FB FF FF    lea r11, ptr [rip-0x4c2]
0x7F9AD43B0315::libc.so.6  48 8D 0D A4 C3 0B 00    lea rcx, ptr [rip+0xbc3a4]
0x7F9AD43B031C::libc.so.6  4A 0F BF 0C 41          movsx rcx, word ptr [rcx+r8*2]
0x7F9AD43B0321::libc.so.6  4E 8D 1C 19             lea r11, ptr [rcx+r11*1]
0x7F9AD43B0325::libc.so.6  41 FF E3                jmp r11
0x7F9AD43B02D0::libc.so.6  4D 8D 40 80             lea r8, ptr [r8-0x80]
0x7F9AD43B02D4::libc.so.6  49 81 F8 80 00 00 00    cmp r8, 0x80
0x7F9AD43B02DB::libc.so.6  66 0F 7F 07             movdqa xmmword ptr [rdi], xmm0
0x7F9AD43B02DF::libc.so.6  66 0F 7F 47 10          movdqa xmmword ptr [rdi+0x10], xmm0
0x7F9AD43B02E4::libc.so.6  66 0F 7F 47 20          movdqa xmmword ptr [rdi+0x20], xmm0
0x7F9AD43B02E9::libc.so.6  66 0F 7F 47 30          movdqa xmmword ptr [rdi+0x30], xmm0
0x7F9AD43B02EE::libc.so.6  66 0F 7F 47 40          movdqa xmmword ptr [rdi+0x40], xmm0
0x7F9AD43B02F3::libc.so.6  66 0F 7F 47 50          movdqa xmmword ptr [rdi+0x50], xmm0
0x7F9AD43B02F8::libc.so.6  66 0F 7F 47 60          movdqa xmmword ptr [rdi+0x60], xmm0
0x7F9AD43B02FD::libc.so.6  66 0F 7F 47 70          movdqa xmmword ptr [rdi+0x70], xmm0
0x7F9AD43B0302::libc.so.6  48 8D BF 80 00 00 00    lea rdi, ptr [rdi+0x80]
0x7F9AD43B0309::libc.so.6  7D C5                   jnl 0x7f9ad43b02d0
0x7F9AD43B030B::libc.so.6  4C 01 C7                add rdi, r8
0x7F9AD43B030E::libc.so.6  4C 8D 1D 3E FB FF FF    lea r11, ptr [rip-0x4c2]
0x7F9AD43B0315::libc.so.6  48 8D 0D A4 C3 0B 00    lea rcx, ptr [rip+0xbc3a4]
0x7F9AD43B031C::libc.so.6  4A 0F BF 0C 41          movsx rcx, word ptr [rcx+r8*2]
0x7F9AD43B0321::libc.so.6  4E 8D 1C 19             lea r11, ptr [rcx+r11*1]
0x7F9AD43B0325::libc.so.6  41 FF E3                jmp r11
0x7F9AD43AFE53::libc.so.6  C3                      ret
0x00400CF8::test  48 8B 5C 24 08          mov rbx, qword ptr [rsp+0x8]
0x00400CFD::test  BF 1E 00 00 00          mov edi, 0x1e
0x00400D02::test  E8 51 FD FF FF          call 0x400a58 -> .plt
0x00400D07::test  C6 44 03 FF CC          mov byte ptr [rbx+rax*1-0x1], 0xcc
0x00400D0C::test  FF 54 24 08             call qword ptr [rsp+0x8]


== Begin shellcode dump ==
0x0253C000::  90                      nop
0x0253C001::  90                      nop
0x0253C002::  90                      nop
0x0253C003::  90                      nop
0x0253C004::  90                      nop
0x0253C005::  90                      nop
0x0253C006::  90                      nop
0x0253C007::  90                      nop
0x0253C008::  90                      nop
0x0253C009::  90                      nop
0x0253C00A::  90                      nop
0x0253C00B::  90                      nop
0x0253C00C::  90                      nop
0x0253C00D::  90                      nop
0x0253C00E::  90                      nop
0x0253C00F::  90                      nop
0x0253C010::  90                      nop
0x0253C011::  90                      nop
0x0253C012::  90                      nop
0x0253C013::  90                      nop
0x0253C014::  90                      nop
0x0253C015::  90                      nop
0x0253C016::  90                      nop
0x0253C017::  90                      nop
0x0253C018::  90                      nop
0x0253C019::  90                      nop
0x0253C01A::  90                      nop
0x0253C01B::  90                      nop
0x0253C01C::  90                      nop
0x0253C01D::  90                      nop
0x0253C01E::  90                      nop
0x0253C01F::  90                      nop
0x0253C020::  90                      nop
0x0253C021::  90                      nop
0x0253C022::  90                      nop
0x0253C023::  90                      nop
0x0253C024::  90                      nop
0x0253C025::  90                      nop
0x0253C026::  90                      nop
0x0253C027::  90                      nop
0x0253C028::  90                      nop
0x0253C029::  90                      nop
0x0253C02A::  90                      nop
0x0253C02B::  90                      nop
0x0253C02C::  90                      nop
0x0253C02D::  90                      nop
0x0253C02E::  90                      nop
0x0253C02F::  90                      nop
0x0253C030::  90                      nop
0x0253C031::  90                      nop
0x0253C032::  90                      nop
0x0253C033::  90                      nop
0x0253C034::  90                      nop
0x0253C035::  90                      nop
0x0253C036::  90                      nop
0x0253C037::  90                      nop
0x0253C038::  90                      nop
0x0253C039::  90                      nop
0x0253C03A::  90                      nop
0x0253C03B::  90                      nop
0x0253C03C::  90                      nop
0x0253C03D::  90                      nop
0x0253C03E::  90                      nop
0x0253C03F::  90                      nop
0x0253C040::  90                      nop
0x0253C041::  90                      nop
0x0253C042::  90                      nop
0x0253C043::  90                      nop
0x0253C044::  90                      nop
0x0253C045::  90                      nop
0x0253C046::  90                      nop
0x0253C047::  90                      nop
0x0253C048::  90                      nop
0x0253C049::  90                      nop
0x0253C04A::  90                      nop
0x0253C04B::  90                      nop
0x0253C04C::  90                      nop
0x0253C04D::  90                      nop
0x0253C04E::  90                      nop
0x0253C04F::  90                      nop
0x0253C050::  90                      nop
0x0253C051::  90                      nop
0x0253C052::  90                      nop
0x0253C053::  90                      nop
0x0253C054::  90                      nop
0x0253C055::  90                      nop
0x0253C056::  90                      nop
0x0253C057::  90                      nop
0x0253C058::  90                      nop
0x0253C059::  90                      nop
0x0253C05A::  90                      nop
0x0253C05B::  90                      nop
0x0253C05C::  90                      nop
0x0253C05D::  90                      nop
0x0253C05E::  90                      nop
0x0253C05F::  90                      nop
0x0253C060::  90                      nop
0x0253C061::  90                      nop
0x0253C062::  90                      nop
0x0253C063::  90                      nop
0x0253C064::  90                      nop
0x0253C065::  90                      nop
0x0253C066::  90                      nop
0x0253C067::  90                      nop
0x0253C068::  90                      nop
0x0253C069::  90                      nop
0x0253C06A::  90                      nop
0x0253C06B::  90                      nop
0x0253C06C::  90                      nop
0x0253C06D::  90                      nop
0x0253C06E::  90                      nop
0x0253C06F::  90                      nop
0x0253C070::  90                      nop
0x0253C071::  90                      nop
0x0253C072::  90                      nop
0x0253C073::  90                      nop
0x0253C074::  90                      nop
0x0253C075::  90                      nop
0x0253C076::  90                      nop
0x0253C077::  90                      nop
0x0253C078::  90                      nop
0x0253C079::  90                      nop
0x0253C07A::  90                      nop
0x0253C07B::  90                      nop
0x0253C07C::  90                      nop
0x0253C07D::  90                      nop
0x0253C07E::  90                      nop
0x0253C07F::  90                      nop
0x0253C080::  90                      nop
0x0253C081::  90                      nop
0x0253C082::  90                      nop
0x0253C083::  90                      nop
0x0253C084::  90                      nop
0x0253C085::  90                      nop
0x0253C086::  90                      nop
0x0253C087::  90                      nop
0x0253C088::  90                      nop
0x0253C089::  90                      nop
0x0253C08A::  90                      nop
0x0253C08B::  90                      nop
0x0253C08C::  90                      nop
0x0253C08D::  90                      nop
0x0253C08E::  90                      nop
0x0253C08F::  90                      nop
0x0253C090::  90                      nop
0x0253C091::  90                      nop
0x0253C092::  90                      nop
0x0253C093::  90                      nop
0x0253C094::  90                      nop
0x0253C095::  90                      nop
0x0253C096::  90                      nop
0x0253C097::  90                      nop
0x0253C098::  90                      nop
0x0253C099::  90                      nop
0x0253C09A::  90                      nop
0x0253C09B::  90                      nop
0x0253C09C::  90                      nop
0x0253C09D::  90                      nop
0x0253C09E::  90                      nop
0x0253C09F::  90                      nop
0x0253C0A0::  90                      nop
0x0253C0A1::  90                      nop
0x0253C0A2::  90                      nop
0x0253C0A3::  90                      nop
0x0253C0A4::  90                      nop
0x0253C0A5::  90                      nop
0x0253C0A6::  90                      nop
0x0253C0A7::  90                      nop
0x0253C0A8::  90                      nop
0x0253C0A9::  90                      nop
0x0253C0AA::  90                      nop
0x0253C0AB::  90                      nop
0x0253C0AC::  90                      nop
0x0253C0AD::  90                      nop
0x0253C0AE::  90                      nop
0x0253C0AF::  90                      nop
0x0253C0B0::  90                      nop
0x0253C0B1::  90                      nop
0x0253C0B2::  90                      nop
0x0253C0B3::  90                      nop
0x0253C0B4::  90                      nop
0x0253C0B5::  90                      nop
0x0253C0B6::  90                      nop
0x0253C0B7::  90                      nop
0x0253C0B8::  90                      nop
0x0253C0B9::  90                      nop
0x0253C0BA::  90                      nop
0x0253C0BB::  90                      nop
0x0253C0BC::  90                      nop
0x0253C0BD::  90                      nop
0x0253C0BE::  90                      nop
0x0253C0BF::  90                      nop
0x0253C0C0::  90                      nop
0x0253C0C1::  90                      nop
0x0253C0C2::  90                      nop
0x0253C0C3::  90                      nop
0x0253C0C4::  90                      nop
0x0253C0C5::  90                      nop
0x0253C0C6::  90                      nop
0x0253C0C7::  90                      nop
0x0253C0C8::  90                      nop
0x0253C0C9::  90                      nop
0x0253C0CA::  90                      nop
0x0253C0CB::  90                      nop
0x0253C0CC::  90                      nop
0x0253C0CD::  90                      nop
0x0253C0CE::  90                      nop
0x0253C0CF::  90                      nop
0x0253C0D0::  90                      nop
0x0253C0D1::  90                      nop
0x0253C0D2::  90                      nop
0x0253C0D3::  90                      nop
0x0253C0D4::  90                      nop
0x0253C0D5::  90                      nop
0x0253C0D6::  90                      nop
0x0253C0D7::  90                      nop
0x0253C0D8::  90                      nop
0x0253C0D9::  90                      nop
0x0253C0DA::  90                      nop
0x0253C0DB::  90                      nop
0x0253C0DC::  90                      nop
0x0253C0DD::  90                      nop
0x0253C0DE::  90                      nop
0x0253C0DF::  90                      nop
0x0253C0E0::  90                      nop
0x0253C0E1::  90                      nop
0x0253C0E2::  90                      nop
0x0253C0E3::  90                      nop
0x0253C0E4::  90                      nop
0x0253C0E5::  90                      nop
0x0253C0E6::  90                      nop
0x0253C0E7::  90                      nop
0x0253C0E8::  90                      nop
0x0253C0E9::  90                      nop
0x0253C0EA::  90                      nop
0x0253C0EB::  90                      nop
0x0253C0EC::  90                      nop
0x0253C0ED::  90                      nop
0x0253C0EE::  90                      nop
0x0253C0EF::  90                      nop
0x0253C0F0::  90                      nop
0x0253C0F1::  90                      nop
0x0253C0F2::  90                      nop
0x0253C0F3::  90                      nop
0x0253C0F4::  90                      nop
0x0253C0F5::  90                      nop
0x0253C0F6::  90                      nop
0x0253C0F7::  90                      nop
0x0253C0F8::  90                      nop
0x0253C0F9::  90                      nop
0x0253C0FA::  90                      nop
0x0253C0FB::  90                      nop
0x0253C0FC::  90                      nop
0x0253C0FD::  90                      nop
0x0253C0FE::  90                      nop
0x0253C0FF::  90                      nop
0x0253C100::  90                      nop
0x0253C101::  90                      nop
0x0253C102::  90                      nop
0x0253C103::  90                      nop
0x0253C104::  90                      nop
0x0253C105::  90                      nop
0x0253C106::  90                      nop
0x0253C107::  90                      nop
0x0253C108::  90                      nop
0x0253C109::  90                      nop
0x0253C10A::  90                      nop
0x0253C10B::  90                      nop
0x0253C10C::  90                      nop
0x0253C10D::  90                      nop
0x0253C10E::  90                      nop
0x0253C10F::  90                      nop
0x0253C110::  90                      nop
0x0253C111::  90                      nop
0x0253C112::  90                      nop
0x0253C113::  90                      nop
0x0253C114::  90                      nop
0x0253C115::  90                      nop
0x0253C116::  90                      nop
0x0253C117::  90                      nop
0x0253C118::  90                      nop
0x0253C119::  90                      nop
